Price,Distance,Rooms
710000,4.6,3
,8.4,2
717000,8.4,3
950000,8.4,3
,8.4,3
,18,5
,18,5
770000,12,3
400000,12,2
750000,12,3
535000,12,2
,12,2
575000,12,2
920000,12,3
1010000,2.4,3
1025000,2.4,2
555000,2.4,2
1102000,2.4,2
1300000,19.9,2
620000,19.9,3
,19.9,5
500000,19.9,2
548000,19.9,3
1100000,19.9,3
,19.9,3
900000,19.9,3
780000,19.9,3
,19.9,4
765000,8.9,3
971000,8.9,2
830000,8.9,3
442000,20.6,3
454000,20.6,4
425000,20.6,3
385000,20.6,4
432000,20.6,3
1804000,15.2,3
,35.4,3
1325000,5.1,3
930000,6.2,4
1405000,1.9,3
,1.9,1
575000,1.9,2
760500,1.9,1
437500,20.5,3
410000,20.5,3
477500,20.5,3
545000,20.5,4
,20.5,5
,2.7,2
450000,2.7,1
750000,2.7,3
650000,2.7,2
,2.7,2
420000,2.7,1
775000,2.7,2
572000,2.7,2
510000,2.7,1
1460000,2.7,3
868000,0.7,3
590000,0.7,2
530000,0.7,2
,20.8,3
785000,20.8,2
660000,20.8,4
621000,22.2,3
545500,14,3
,14,3
510000,14,3
380000,5,1
465000,5,2
616000,5,3
,8.2,2
,8.2,3
,8.2,5
530000,8.2,3
483000,10.5,2
555000,10.5,3
490000,10.5,3
505000,10.5,3
620500,10.5,3
450000,10.5,3
,10.2,3
,10.2,2
2100000,10.2,3
1700000,10.2,3
561500,18,4
570000,18.4,5
625000,18,4
490000,18,3
560000,15.5,3
615000,15.5,4
496000,15.5,3
2500000,15.5,6
1400000,15.5,5
1060000,15.5,5
1035000,15.5,4
,12.4,4
1101000,12.4,3
641000,12.4,3
736500,12.4,3
1150000,12.4,8
1000000,12.4,4
550000,27,4
405000,15.3,3
479000,15.3,3
1101000,4.1,3
430000,4.1,1
,4.1,2
701500,4.1,2
,4.3,2
,18.4,4
462000,18.4,4
399000,12.9,2
398500,12.9,2
,29.3,2
725000,17.2,4
1360000,17.2,5
1075000,17.2,4
,17.2,3
,17.2,4
1209000,17.2,3
880000,17.2,4
1000000,17.2,4
1090000,17.2,5
770000,8.9,3
730000,8.9,4
770000,14.7,3
,14.7,4
,14.7,3
735000,14.7,5
,14.7,4
1270000,14.7,4
,14.7,3
600000,14.5,3
850000,6.4,4
1260000,3.1,3
,3.1,1
460000,3.1,1
,3.1,2
2370000,3.1,3
545000,16.5,3
540000,16.5,4
940000,16.7,4
1525000,16.7,4
546000,17.6,3
1200000,6.8,3
2000000,6.8,4
3130000,6.8,4
910000,6.3,3
796000,6.3,2
856000,6.3,2
670000,6.3,3
706000,6.3,4
,6.3,3
1050000,6.3,3
,14,3
,3,3
,3,4
,3,4
,11,3
600000,15.5,4
701000,12.8,3
630000,12.8,2
1364000,6.3,3
,6.3,4
1380000,4.3,4
,10.2,4
,10.2,3
,16.5,5
550000,9.5,2
,9.7,2
2500000,9.7,4
,9.7,4
806000,9.7,2
765000,23.2,3
1300000,17.3,4
,17.3,4
1650000,17.3,3
743000,11.4,2
681000,11.4,3
,11.4,4
898000,11.4,2
1100000,13.8,3
,13.8,3
1400000,13.8,4
,13.8,3
1225000,13.8,4
,17.3,4
890000,13.4,4
740000,25,4
,8.6,5
,8.6,3
695000,8.6,3
,8.6,3
690000,8.6,3
1360000,10.5,3
,10.5,4
,10.5,4
1950000,10.3,4
455000,14,2
550000,14,3
450500,14,3
,5.2,1
1350000,5.2,3
1150000,5.2,3
975000,5.2,2
,4,3
950000,4,2
335000,4,1
1200000,5.2,3
900000,10.8,3
,12.1,4
742000,10.4,2
1100000,10.4,5
,14.8,3
,7.7,4
,7.7,3
1310000,1.6,3
1515000,1.6,3
,10.1,4
302000,10.1,1
670111,14.8,4
1260000,7.8,3
,17.9,4
,17.9,4
730000,17.9,2
800000,17.5,3
765000,17.5,4
900000,16.7,3
710000,17.5,3
1840000,6.7,3
811000,6.7,2
,6.7,6
,6.7,3
785000,6.7,3
580000,17.4,4
517000,20.6,3
582000,20.6,3
800000,20.6,4
595000,20.6,3
,20.6,2
670000,20.6,4
,20.6,4
720000,20.6,4
657000,20.6,4
285000,20.6,2
620999,23,3
450000,23,2
1200000,23,6
490000,14,3
,24.7,2
,24.7,5
550000,24.7,3
617000,24.7,3
1000000,7.9,2
1130000,12.4,3
,25.9,4
1595000,27,4
1255000,7.2,3
762000,7.2,2
825000,18,3
625000,7.2,2
580000,7.2,2
440000,19.6,3
1350000,7.5,3
1635000,7.5,3
395000,8.2,2
1840000,7.5,5
,24.8,3
460000,2.1,1
950000,3.6,2
3880000,3.6,11
,3.4,3
740000,5.1,2
415000,5.1,2
507500,5.1,2
420000,5.1,2
,15.4,4
836500,15.4,4
,15.4,4
,38,3
1360000,45.9,3
610000,12.9,4
693000,12.9,4
775000,10.1,2
,7.3,3
1200000,7.3,3
,7.3,3
,16.7,4
,16.7,4
2150000,16.7,5
,16.7,4
840000,16.7,3
650000,11.2,3
450000,11.2,3
537500,11.2,2
665000,11.2,3
825000,11.2,3
,11.2,1
,16.1,3
707500,16.1,3
,20.4,3
666500,20.4,4
860000,20.4,4
,20.4,4
751250,11.2,3
,32.3,3
,13.8,2
,13.8,3
1180000,13.8,3
,33.3,3
873500,5.3,2
,5.3,2
660250,6.2,2
1000000,21.3,3
715500,8.8,3
582000,16,1
582000,16,1
2041000,16,4
,16,3
,16,3
,18,3
660000,18.4,4
,18.4,3
,18.4,3
,18.4,4
585000,18.4,3
,12.3,3
765000,14,3
800000,14.5,4
1160000,11.7,6
850000,11.7,3
730000,11.7,4
650000,3.4,2
770000,3.4,2
520000,3.4,2
,3.4,1
1501000,3.4,4
1050000,5.4,3
775000,5.4,2
820000,5.4,3
940000,5.4,3
3680000,5.4,5
1550000,5.4,3
,5.4,3
726000,7.3,2
725000,7.3,2
865000,25.2,4
,25.2,4
,6.4,2
,16.3,4
710000,16.3,3
620000,16.3,3
505000,16.3,3
525000,15.5,3
630000,6.4,3
,6.4,2
1700000,5.9,4
1295000,8.4,3
1200000,4.3,5
,17.4,3
,0,1
,0,3
,20,3
1075000,20,3
620000,25.9,4
677500,20.6,4
435000,20.6,3
440000,20.6,3
642500,17.9,3
555000,17.9,3
686000,17.9,4
,17.9,5
,16.2,3
655000,16.2,2
,6.2,3
,6.2,3
1600000,6.2,4
950500,6.2,4
850000,6.2,4
895000,14.3,3
1240000,14.3,4
,21.5,2
,21.5,2
1171000,14.2,3
805000,14.2,3
,14.2,3
1175000,14.2,3
1101000,14.2,3
1116000,14.2,4
,14.2,3
740000,18.8,3
,18.8,4
650000,18.8,3
,10.1,3
,10.1,2
,34.1,6
696000,6.2,3
,6.2,3
980000,10.4,5
470000,22.7,2
,22.7,4
1332000,5.3,2
356000,5.3,1
1100000,5.3,2
943615,11.2,4
450000,12.3,2
360000,12.3,1
1010000,15.5,4
280000,11.4,1
,21.5,4
,21.5,5
1025000,21.5,4
810000,1.8,2
628000,8.5,2
390000,8.5,1
695000,8.5,3
,14.7,4
,14.7,3
730000,14.7,4
440000,14.7,2
1000000,3.5,1
1050000,4.6,2
620000,8.4,3
1900000,8.4,4
1102500,8.4,3
350000,12,2
580000,12,3
630000,12,2
557000,12,2
807000,12,3
720000,12,3
640000,12,2
,12,2
400000,12,1
542500,12,3
3000000,2.4,4
390000,2.4,1
771000,2.4,2
,2.4,3
1500000,2.4,3
1150000,2.4,3
1340000,2.4,2
,19.9,2
567000,19.9,3
460000,19.9,2
1120000,19.9,4
865500,21.3,4
935000,21.3,3
600000,23.8,4
497500,20.6,3
,20.6,4
545000,20.6,4
575000,20.6,4
610000,20.6,3
,20.6,4
,15.2,1
851000,22.2,4
625000,15.5,3
,1.9,4
,1.9,2
1140000,1.9,2
565000,20.5,4
,20.5,5
521000,20.5,3
420000,2.7,1
,2.7,2
795000,2.7,2
480000,0.7,1
617500,0.7,2
1230000,6.2,3
530000,5,2
287000,5,1
1072500,5,2
,5,1
1750000,8.2,4
890000,8.2,3
,31.7,3
760000,10.5,3
,10.5,4
,10.5,4
,10.5,4
,10.5,5
,10.2,3
1770000,10.2,4
,18.4,4
490000,18,3
910000,15.5,5
550000,12.4,2
,12.4,3
678000,15.3,3
796000,7,3
1100000,7,3
1000000,7,4
,4.1,2
,4.3,2
585000,12.9,3
816000,17.2,3
990000,17.2,4
1040500,8.9,4
,14.7,4
620000,14.5,3
630000,14.7,3
,14.7,3
490000,14.7,3
,14.7,3
686000,6.4,2
,6.4,2
700000,6.4,3
585000,16.5,3
1406000,16.7,4
1323000,6.8,3
1500000,6.8,3
,27.2,3
710000,12.7,3
815000,12.7,3
1125000,6.3,3
330000,6.3,1
1420000,6.3,4
,21.5,3
,21.5,3
750000,23.2,3
815000,35.2,4
,5.2,3
,4,1
600000,27,2
580000,27,2
660000,27,3
1011000,17.9,3
1000000,17.5,3
750000,17.5,3
595000,20.6,3
505000,20.6,3
536000,20.6,3
630000,20.6,4
540000,20.6,4
952000,23,3
,24.7,3
,24.7,3
405000,27.7,3
1325000,12.4,4
1350000,12.4,5
614000,28.8,3
676500,28.5,3
1000000,19.6,5
754000,24.8,3
330000,38,2
655888,38,5
565000,7.3,2
,16.7,3
,16.7,4
696000,16.7,3
756000,11.2,3
,20.4,5
735000,20.4,5
,6.2,5
870000,8.8,4
641000,18.4,3
621000,18.4,3
,11.7,3
801000,11.7,3
635000,41,4
760000,12.7,4
870000,12.7,4
413000,29.8,3
431500,29.8,3
720000,29.8,3
1111000,17.2,4
1400000,6.2,3
1275000,6.2,3
850000,21.5,3
,14.2,3
1460000,14.2,3
,14.2,4
1820000,14.2,1
,22.7,4
1085000,5.3,3
1000000,15.4,3
,12.3,2
,15.5,3
,11.4,4
462000,1.8,2
2675000,1.8,3
289000,8.5,1
540000,8.5,2
950000,8.5,3
750000,14.7,4
635000,14.7,4
758000,14.7,4
,3.5,2
,8.4,1
905000,8.4,4
700000,12,3
,12,2
1010000,19.9,3
900000,23.5,4
450000,20.6,3
,20.6,4
835000,1.9,2
,20.5,4
785000,2.7,2
,31.7,4
670000,31.7,4
475000,18.4,3
1400000,7,4
810000,7,3
541000,7,2
603000,18.4,4
,18.4,3
590000,12.9,3
,17.2,4
1560000,17.2,4
950000,8.9,3
411000,44.2,3
,14.7,3
1062000,14.7,3
1162000,21.1,5
1266000,21.5,4
350000,6.4,2
2820000,16.7,5
496000,27.2,3
500500,27.2,3
1950000,3,4
1720000,3,4
1150000,7.5,4
2200000,7.5,5
1500000,7.5,3
,10.4,4
1435000,10.4,5
,10.4,3
,14,3
3210000,3,3
1720000,3,3
2950000,3,4
2860000,3,3
538000,10.5,3
2125000,5.7,4
,5.7,2
584000,11,4
800000,11,3
,15.5,3
672500,15.5,3
1030000,15.5,3
,6.3,2
6600000,6.3,10
890000,4.3,3
1125000,4.3,3
,4.3,3
1450000,10.2,4
1900000,10.2,4
1918000,10.2,4
,10.2,4
,21.5,3
901000,21.5,4
630000,16.5,3
910000,16.5,4
950000,9.5,4
1600000,6.4,4
1820000,7.9,4
1743000,7.9,4
2120000,7.9,3
2407000,7.9,2
1500000,9.7,3
1142000,9.7,3
778000,23.2,3
607500,23.2,3
,17.3,3
2100000,17.3,4
1615000,17.3,4
1350000,17.3,4
1925000,17.3,4
660000,8.8,2
1655000,11.4,3
,11.4,4
,13.8,3
,13.8,3
837000,13.8,2
1340000,13.8,4
1210000,13.8,3
1175000,13.8,3
1221000,13.8,3
,13.8,3
925000,13.8,3
355000,13.8,1
2061000,17.3,3
2250000,17.3,4
571000,13.4,2
1165000,13.4,5
,13.4,2
755000,27,3
793000,27,3
745000,25,3
572000,25,2
315000,10.9,1
860000,10.9,3
565000,8.6,3
710000,8.6,2
755000,8.6,2
785000,8.6,2
780000,8.6,2
963000,16.1,4
897000,16.1,3
2285000,10.5,4
,10.5,3
,10.5,4
,10.5,4
2100000,10.5,3
,10.5,4
1400000,10.3,3
,10.3,3
1760000,10.3,4
2500000,10.3,4
,10.3,4
1485000,10.3,3
,10.3,4
860000,10.3,2
,14,3
445000,14,3
615000,14,3
530000,14,3
737000,6.4,3
1200000,5.2,3
,5.2,3
1350000,5.2,4
505000,5.2,2
,5.2,3
1210000,5.2,4
1164000,4,3
600000,4,2
1530000,4,4
1150000,4,2
,4,2
1675000,5.2,4
745000,5.2,3
,5.2,1
,10.8,4
,12.1,4
669000,12.1,3
,12.1,3
,14.8,3
,10.4,4
1400000,10.4,4
992000,10.4,3
,10.4,4
1120000,10.4,3
,7.7,4
3530000,7.7,4
3000000,7.7,5
2900000,7.7,4
1985000,7.7,4
3180000,7.7,5
952000,7.7,2
,8.4,3
820000,8.4,2
4900000,8.4,5
985000,8.4,2
1900000,3.5,3
317000,10.1,1
390000,10.1,1
581750,14.8,3
1153750,14.8,5
1160000,8.7,3
,11.7,4
,11.7,3
1150000,11.7,3
,11.7,3
,11.7,3
1410000,17.9,3
,17.9,2
610000,17.9,2
437000,17.9,2
,16.7,12
701000,17.5,3
,3.6,3
880000,3.6,2
1400000,3.6,3
1000000,6.7,4
1031000,6.7,3
830000,6.7,3
895000,6.7,3
860000,6.7,2
836000,6.7,3
780000,6.7,2
911000,6.7,3
897000,2,2
465000,20.6,3
490000,20.6,3
535000,20.6,4
912000,20.6,4
515000,20.6,3
,20.6,3
589000,20.6,3
590000,20.6,3
680000,20.6,3
,2.4,4
710000,23,3
832000,23,3
1111000,23,4
820000,23,4
382500,14,1
564000,14,3
520500,14,1
,24.7,3
425000,24.7,2
703000,24.7,3
4831000,7.9,4
540500,14.8,4
600000,14.7,4
785000,14.7,4
786000,22.2,3
1275000,12.4,4
,12.4,4
770000,12.4,2
,14.3,2
1180000,14.3,4
,14.3,3
1435000,16.1,5
704000,16.1,3
931000,16.1,4
730000,16.1,3
930000,16.1,3
620000,25.9,4
637000,25.9,4
725000,25.9,4
,28.8,3
1740000,8.9,4
,8.9,4
1650000,1.3,3
1356000,27,5
801000,27,2
760000,27,3
1650000,7.2,3
965000,7.2,2
1550000,7.2,3
665000,7.2,2
1300000,7.2,3
675000,7.2,3
2485000,7.2,4
772000,18,2
1000000,18,4
786000,18,4
1360000,18,4
940000,18,4
875000,18,4
,7.2,4
650000,19.6,3
625000,19.6,3
510000,19.6,3
573000,19.6,3
2600000,7.5,4
905000,7.5,2
1239000,5.7,2
512000,13.1,3
,13.1,3
805000,13.1,3
,2.1,3
,2.1,2
640000,2.1,2
,3.6,3
,3.6,2
1010000,3.6,2
1010000,3.6,2
1150000,3.6,3
758500,5.1,2
865000,5.1,3
715000,5.1,3
832000,5.1,3
,15.4,6
1433000,15.4,4
970000,38,4
719000,38,3
956000,38,5
,45.9,3
820000,45.9,4
2250000,7.3,4
2800000,7.3,4
,7.3,4
1585000,7.3,3
,7.3,4
,7.3,4
1204000,16.7,4
,16.7,5
1275000,16.7,4
896000,16.7,3
800000,16.7,3
1610000,16.7,3
1350000,16.7,4
951000,16.7,2
690000,16.7,2
921000,16.7,2
1300000,16.7,4
,16.7,3
,11.2,3
885000,11.2,3
,16.1,4
960000,16.1,4
,16.1,3
1140000,16.1,4
951000,16.1,4
771000,16.1,3
1730000,20.4,5
835000,20.4,5
365000,20.4,2
621000,11.2,3
760000,11.2,3
562000,11.2,2
,13.8,3
2310000,13.8,4
1337500,13.8,3
1130500,13.8,3
930000,13.8,3
480000,5.3,2
,5.3,3
,5.3,4
900000,5.3,2
3800000,6.2,5
,6.2,4
,6.2,3
360000,6.2,1
2227500,6.2,3
450000,18.7,2
975000,21.3,4
1250000,8.9,4
807000,8.9,2
450000,8.9,1
,8.8,3
750000,8.8,2
770000,8.8,3
736000,8.8,2
1225000,16,3
950000,16,4
580000,18,3
596000,18,4
550000,18.4,3
1500000,12.3,4
765000,12.3,3
1480000,7.8,4
1255000,7.8,3
881000,7.8,3
683000,7.8,2
,7.8,5
1690000,7.8,3
440000,14,2
650000,14.5,4
,11.7,6
,11.7,4
1236000,11.7,4
912000,11.7,4
953000,3.4,2
1450000,3.4,3
,3.4,2
670000,5.4,2
857000,5.4,2
2700000,5.4,5
,5.4,4
2010000,5.4,4
,5.4,5
,5.4,3
,5.4,4
,7.3,4
900000,25.2,4
765000,25.2,4
,25.2,3
,12.1,3
450000,6.4,2
980000,6.4,3
720000,23.3,3
,5.9,3
,31.7,3
,16.3,2
,16.3,3
655000,16.3,3
585000,16.3,3
1150000,16.3,6
722000,12.7,2
1160000,12.7,4
620000,12.7,2
700000,12.7,3
336000,6.4,1
,5.9,4
2720000,8.4,5
1300000,8.4,3
2415000,8.4,4
2420000,8.4,3
1870000,8.4,4
661001,8.4,2
1157500,8.4,3
995000,4.3,3
447500,4.3,2
1457500,11.4,3
285000,0,1
,29.8,3
470000,29.8,4
950000,20,3
1070000,20,3
675000,20,2
1950000,20,5
873000,20,3
796000,20,2
,25.9,4
569000,25.9,4
760000,25.9,4
476500,17.9,2
850000,17.9,4
711000,17.9,3
,17.9,3
,17.9,4
,17.9,4
,17.2,3
1700000,10.2,4
1275000,10.2,3
850000,10.2,3
,10.2,3
,10.2,3
435000,16.2,2
920000,16.2,3
455000,6.2,2
1275000,6.2,3
1450000,6.2,4
404000,6.2,1
1800000,6.2,3
955000,14.3,3
400000,21.5,2
1310000,21.5,3
491000,21.5,1
1385000,14.2,4
740000,14.2,2
,14.2,2
,14.2,4
,14.2,6
2270000,14.2,5
1320000,14.2,7
1415000,14.2,4
,10.1,4
668000,10.1,2
1300000,48.1,4
,6.2,4
645000,22.7,3
,22.7,3
1520000,1.8,3
1755000,5.3,3
500000,5.3,1
,5.3,3
,5.3,3
1240000,5.3,2
,5.3,3
,5.3,1
,5.3,3
,5.3,3
,5.3,3
331000,5.3,1
1318888,16.7,3
900000,15.4,3
1116000,15.4,2
855000,12.3,3
1030000,15.5,3
660100,47.3,4
600000,47.3,4
750000,47.3,3
1940000,21.5,4
1210000,21.5,4
,21.5,5
3339000,1.8,3
2898000,1.8,5
535000,8.5,2
505000,8.5,2
842000,8.5,3
820000,31.2,4
505000,14.7,3
,14.7,4
620000,14.7,4
,14.7,3
615000,14.7,3
,14.7,4
660000,3.5,2
1320000,3.5,2
560000,3.5,2
2100000,3.5,2
765000,3.5,2
,4.6,1
3000000,4.6,4
800000,4.6,3
1277000,4.6,2
770000,8.4,3
1255000,8.4,3
862000,8.4,3
1172000,8.4,3
400000,8.4,2
820000,8.4,3
632500,8.4,2
620000,8.4,3
1210000,8.4,3
760000,8.4,3
1190000,8.4,3
700000,12,3
,12,5
895000,12,4
542500,12,2
677500,12,3
,12,3
360000,12,1
810000,12,3
720000,12,3
,12,3
,2.4,2
1810000,2.4,3
1077000,2.4,2
900000,2.4,2
876000,2.4,2
417000,2.4,1
,2.4,3
,19.9,4
847500,19.9,3
850000,19.9,3
655000,19.9,2
635000,19.9,2
987800,21.3,3
735000,21.3,2
815000,23.8,4
1525000,8.9,3
1160000,8.9,3
,23.5,4
1055000,23.5,6
,20.6,4
465000,20.6,3
1330000,15.2,3
1445000,15.2,3
,15.5,4
1476000,5.1,3
,5.1,3
1300000,1.9,3
910000,1.9,2
1325000,1.9,2
1370000,1.9,2
1300000,1.9,2
3776000,1.9,5
662000,20.5,4
735000,20.5,4
,20.5,4
755555,20.5,4
1280000,2.7,2
2500000,2.7,3
1305000,2.7,2
600000,0.7,2
778000,20.8,3
,14,3
620000,14,3
791000,16.1,3
875000,5,2
460500,5,2
1025000,5,3
1200000,8.2,3
,8.2,3
526000,31.7,4
,31.7,3
515000,31.7,4
780000,31.7,3
605000,31.7,3
525000,31.7,4
670000,10.5,4
705000,10.5,3
,10.5,3
635000,10.5,3
1405000,10.2,4
735000,10.2,2
1750000,10.2,4
780000,18,4
610000,18,3
,18,4
675000,18,3
450000,18.4,3
,18.4,5
480500,18,2
831000,15.5,3
,15.5,3
,15.5,3
,15.5,5
900000,12.4,4
480500,12.4,3
,12.4,4
1055000,12.4,3
1010000,12.4,3
710000,15.3,3
,7,3
391000,7,1
,7,2
,7,3
820000,12.9,4
630000,12.9,3
,17.2,4
,17.2,3
1315000,8.9,4
899000,8.9,3
,44.2,3
,14.7,3
,14.7,3
1075000,14.7,4
838000,14.5,3
840000,14.5,4
,14.5,3
491000,14.7,3
620000,14.7,4
630000,14.7,3
490000,14.7,3
,14.7,3
420000,14.7,3
526000,14.7,3
475000,14.7,3
,14.7,4
1507000,6.4,4
960000,6.4,3
620000,6.4,2
800000,6.4,3
,3.1,4
,3.1,3
750000,3.1,3
720000,16.5,3
770000,16.5,4
,16.5,6
475000,16.5,3
,16.7,3
,16.7,6
1995000,6.8,4
654000,6.8,2
1390000,6.8,3
530000,6.8,2
,4.6,3
605000,25.5,4
908500,12.7,3
,29.3,3
1310000,6.3,3
,6.3,3
1260000,6.3,7
680000,6.3,3
750000,3,2
1630000,7.5,4
970000,10.4,3
790000,10.4,4
1025000,10.4,3
,10.4,4
,3,4
1950000,3,3
530000,10.5,2
,5.7,3
1160000,11,4
925000,11,3
850000,11,3
718000,15.5,3
800000,9.4,5
,12.8,3
595000,12.8,2
,12.8,4
1681000,6.3,3
530000,4.3,2
1320000,4.3,5
805000,4.3,4
1200000,10.2,2
1183000,10.2,3
,10.2,3
1350000,10.2,4
1000000,21.5,3
830000,21.5,3
815000,9.5,3
727500,9.5,3
,7.9,4
4600000,7.9,5
1710000,7.9,2
1700000,7.9,4
2475000,7.9,5
1270000,9.7,3
555500,9.7,2
1451000,9.7,3
1420000,9.7,4
,9.7,4
2640000,9.7,4
,9.7,4
,9.7,4
950000,9.7,5
1960000,9.7,4
,9.7,2
910000,23.2,3
862000,23.2,3
822000,23.2,5
652000,23.2,2
,23.2,3
720000,23.2,3
810000,8.8,3
,8.8,5
1740000,11.4,5
1185000,11.4,3
392000,11.4,2
,13.8,1
1389000,13.8,4
1220000,13.8,3
663000,13.8,2
1320500,13.8,4
1280000,13.8,4
,13.8,3
1100000,13.8,3
,13.8,3
1420000,13.8,4
1182000,13.8,3
1420000,13.8,4
490000,35.2,3
960000,35.2,5
,17.3,3
1758000,13.4,5
2250000,13.4,5
1570000,13.4,5
1300000,13.4,4
950000,13.4,3
,13.4,4
950000,13.4,3
1050000,13.4,3
629000,25,3
,25,2
,10.9,2
669000,10.9,2
850000,8.6,3
600000,8.6,3
825000,16.1,3
,10.5,3
5500000,10.5,4
2350000,10.5,3
1900000,10.5,3
,10.3,4
3100000,10.3,4
,10.3,4
1415000,10.3,3
1262000,10.3,2
1880000,10.3,3
,10.3,4
,10.3,4
,10.3,4
950000,10.3,2
,14,5
750000,6.4,3
757000,5.2,2
1200000,5.2,4
1011000,5.2,2
1010000,5.2,3
340000,5.2,1
,5.2,2
1150000,5.2,3
970000,5.2,2
978000,5.2,2
970000,5.2,2
1665000,5.2,4
1255000,5.2,3
700000,5.2,3
,5.2,4
340000,5.2,2
1182000,10.8,3
,10.8,3
,12.1,3
440000,12.1,2
1470000,12.1,5
1225000,12.1,4
870000,12.1,4
,12.1,3
1607500,10.4,4
758000,10.4,2
679000,14.8,3
1827000,7.7,3
1855000,7.7,3
,7.7,2
,7.7,4
1950000,7.7,3
,7.7,5
837000,8.4,2
3825000,1.6,4
567000,1.6,2
1391000,3.5,4
1580000,3.5,3
,10.1,2
711000,10.1,2
1222000,10.1,3
331000,10.1,1
1100000,10.1,2
743000,31.2,3
1300000,8.7,4
1675000,8.7,4
1120000,11.7,3
780000,11.7,3
620000,27,2
800000,17.9,3
950000,17.9,3
810000,17.9,3
955000,17.9,2
888000,17.9,3
,17.9,3
,27.1,3
645000,27.1,3
730000,17.5,3
799000,17.5,3
766000,17.5,3
962000,16.7,3
,17.5,4
1300000,3.6,3
1090000,6.7,4
1010000,6.7,2
,6.7,3
710000,6.7,2
946000,6.7,3
795000,6.7,3
587000,6.7,2
905000,6.7,3
965000,6.7,4
1100000,6.7,3
730000,6.7,2
,6.7,3
950000,6.7,3
800000,6.7,3
1079500,2,2
550000,20.6,3
,20.6,3
,20.6,3
479250,20.6,3
380000,20.6,2
630000,20.6,4
688000,20.6,5
590500,20.6,3
,20.6,7
567000,20.6,3
716000,20.6,4
640000,20.6,4
480000,20.6,3
517250,34.7,3
1245000,2.4,3
720000,23,3
,23,3
600000,23,4
820000,23,4
720000,23,3
,23,4
997000,23,5
655200,23,3
,14,3
,24.7,3
,24.7,3
,24.7,4
3680000,7.9,4
3080000,7.9,5
580000,14.8,3
580000,18,3
,18,3
,18,3
600000,18,4
561000,14.7,4
912000,14.7,4
588000,21.8,3
700000,21.8,3
680000,22.2,2
839000,22.2,4
952000,22.2,3
,12.4,3
850000,12.4,3
1150000,12.4,3
1198000,14.3,4
750000,14.3,3
,14.3,3
868000,14.3,3
,14.3,4
1420000,14.3,4
740000,25.9,4
525000,25.9,4
470000,25.9,3
558000,25.9,3
,1.3,6
930000,7.2,3
,18,4
411000,7.2,1
,7.2,4
,7.2,2
,7.2,3
,7.2,2
675000,7.2,2
1800000,7.2,3
,7.2,4
,7.2,3
656000,28.5,3
735000,19.6,4
432000,19.6,2
611000,19.6,4
300000,19.6,2
309000,19.6,2
610000,19.6,3
571550,19.6,3
658000,19.6,3
800000,7.5,3
768000,7.5,2
,7.5,4
,7.5,2
2200000,7.5,5
480000,7.5,2
695000,7.5,2
365000,8.2,2
512500,5.7,2
1300000,5.7,4
767500,13.1,3
616000,13.1,3
412000,13.1,2
482000,13.1,3
783000,13.1,3
755000,24.8,3
1930000,2.1,2
950000,2.1,2
640000,2.1,1
655000,3.6,2
1325000,3.6,3
1380000,3.6,2
650000,3.6,2
785000,3.4,2
517000,5.1,3
1527000,5.1,6
,5.1,4
760000,5.1,3
,15.4,3
,38,3
814250,38,4
840000,38,5
569000,38,3
538000,38,3
,38,3
560000,38,4
,38,2
636000,38,3
672500,38,3
574000,38,2
1036000,38,4
1250000,38,3
605000,38,3
1150000,38,4
1200000,38,3
760000,38,3
616000,45.9,3
535000,45.9,3
550000,45.9,3
620000,12.9,3
,12.9,6
730000,12.9,3
670000,7.3,2
,7.3,2
2245000,7.3,6
1735000,7.3,4
,7.3,3
,16.7,4
,16.7,3
2350000,16.7,6
,16.7,4
765000,11.2,3
530000,11.2,2
637000,11.2,2
628000,11.2,2
1245000,11.2,2
,11.2,3
885000,11.2,3
635000,11.2,3
801000,11.2,4
554000,11.2,3
900000,11.2,2
790000,12.9,3
700000,12.9,3
1260000,12.9,4
1002000,16.1,3
759000,16.1,3
835000,16.1,3
920000,16.1,3
876000,16.1,3
1215000,16.1,4
760000,16.1,3
838000,16.1,3
635000,16.1,3
750000,20.4,4
671000,20.4,3
1515000,20.4,6
660000,20.4,3
690000,20.4,4
679000,20.4,4
,20.4,4
911000,11.2,3
772500,11.2,3
2440000,13.8,3
850000,13.8,2
1500000,13.8,3
1006000,13.8,3
1100000,13.8,3
1330000,13.8,4
1400000,5.3,3
822500,5.3,2
2055000,5.3,4
660000,5.3,2
525000,5.3,2
640000,5.3,1
658000,6.2,2
985000,6.2,2
590000,6.2,2
1051000,21.3,3
782500,8.8,2
760000,8.8,3
920000,8.8,4
640000,8.8,2
471000,8.8,2
687000,8.8,2
1430000,16,3
590000,16,2
,18,4
666000,18,4
830000,18,6
,18,5
700000,18,5
855000,18,4
1405000,18,4
596000,18.4,3
,18.4,3
505000,18.4,3
586000,18.4,3
525000,18.4,3
580000,18.4,3
,18.4,5
660000,18.4,4
1095000,7.8,4
1220000,7.8,3
1395000,7.8,2
,7.8,4
1150000,7.8,3
1432000,7.8,2
,14,2
455000,14,3
,14.5,5
670000,15.5,3
635000,15.5,3
685000,15.5,4
1130000,11.7,6
580000,11.7,2
975000,11.7,4
740000,11.7,2
780000,11.7,3
,15.5,4
550000,10.4,5
520000,3.4,2
,3.4,2
,3.4,3
1760000,5.4,3
505000,5.4,1
,5.4,3
2300000,7.3,5
