TARGET,AMT_INCOME_TOTAL,AMT_CREDIT
0,90000,270000
0,99000,450000
1,112500,275040
0,94500,239850
0,180000,1475154
0,112500,130320
0,90000,314055
0,225000,1078200
1,225000,202500
0,225000,790830
0,112500,772686
0,67500,1546020
0,139500,1288350
0,180000,852088.5
0,112500,180000
0,135000,382500
0,135000,117000
1,45000,180000
0,202500,135000
0,112500,1068408
0,67500,292500
0,135000,270000
0,270000,1560726
0,292500,1971072
0,157500,594094.5
0,225000,1762110
1,157500,540000
0,247500,1189710
0,135000,450000
0,202500,270000
0,180000,284400
0,157500,454500
0,360000,307557
0,90000,239850
0,180000,971280
0,209250,254700
0,225000,450000
0,135000,640080
0,135000,1288350
1,180000,855000
0,112500,679500
1,135000,1321020
0,157500,474048
0,180000,656811
0,112500,398808
0,94500,900000
0,67500,130500
1,225000,284400
0,540000,450000
0,135000,509922
0,180000,202500
0,202500,1493086.5
0,157500,202500
0,135000,269982
0,337500,1748304
0,90000,337500
0,315000,640080
1,225000,545040
0,180000,1687266
0,72000,246357
0,90000,270000
0,180000,481495.5
0,135000,765000
0,180000,599778
0,157500,848745
0,121500,355536
0,54000,203760
0,180000,225000
1,171000,450000
0,180000,1350000
0,90000,1255680
1,90000,135000
1,225000,450000
0,180000,270000
0,202500,548775
0,135000,269550
0,36000,675000
0,134100,278505
0,225000,644427
0,315000,835380
0,108000,891000
0,112500,270000
0,112500,202500
0,270000,454500
0,180000,284400
0,135000,359725.5
0,175500,450000
0,54000,679500
0,126000,675000
0,94500,781920
0,360000,755190
0,180000,594121.5
0,225000,862560
0,252000,770292
0,135000,1288350
0,540000,1365192
0,90000,753840
0,90000,675000
0,450000,1125000
0,225000,497520
1,157500,381528
0,135000,1058148
0,144000,505642.5
0,90000,450000
0,135000,381528
0,315000,497520
0,247500,528633
0,135000,675000
0,180000,1546020
0,157500,536917.5
0,193500,270000
1,180000,239850
0,135000,515529
0,225000,810000
0,315000,760225.5
0,112500,89019
0,114336,315000
0,90000,312768
0,202500,1762110
0,270000,900000
0,135000,808650
0,180000,124722
0,967500,450000
0,135000,361462.5
0,99000,552555
0,675000,585000
0,112500,202500
0,202500,1125000
0,157500,360000
0,121500,781920
0,112500,315000
0,112500,215640
0,247500,1354500
0,270000,1288350
0,112500,50940
0,112500,1042560
0,112500,760225.5
0,40500,180000
0,112500,440784
0,180000,983299.5
0,202500,454500
0,288000,780844.5
0,135000,135000
1,450000,1546020
0,202500,545040
0,135000,382500
0,117000,337500
0,202500,272889
0,90000,314100
0,54000,247500
0,360000,900000
0,157500,808650
1,135000,119893.5
0,180000,584766
0,67500,592560
0,405000,760225.5
0,112500,649462.5
0,180000,254700
0,135000,225000
0,202500,640080
0,135000,942300
0,225000,225000
1,112500,1215000
0,225000,553581
0,112500,1071000
0,49500,152820
0,405000,1971072
0,180000,270000
0,157500,119925
0,315000,1125000
0,135000,251091
0,112500,1078200
0,112500,257562
0,157500,981000
0,180000,848745
0,202500,468000
0,90000,284400
0,225000,509400
1,112500,450000
0,135000,270000
0,67500,237024
0,180000,500566.5
0,252000,746280
0,135000,155938.5
0,135000,679500
0,67500,107820
0,135000,509400
0,180000,450000
0,157500,1078200
0,180000,450000
0,99000,135000
1,66150,312768
0,225000,1096020
0,135000,270000
0,247500,1502941.5
0,81000,331834.5
0,225000,491211
0,225000,450000
0,157500,675000
1,180000,332946
1,112500,521280
0,108000,446931
0,90000,526491
0,112500,227520
0,157500,260640
0,112500,675000
0,108000,526491
0,450000,497520
0,135000,651960
1,247500,557005.5
0,94500,284400
0,180000,622413
0,225000,257391
1,144000,306000
0,247500,1125000
0,135000,1288350
0,157500,238500
0,351000,331834.5
0,315000,728460
0,135000,1467612
0,112500,781920
0,225000,263686.5
0,99000,675000
0,180000,284400
0,108000,238500
0,450000,1800000
0,90000,239850
0,112500,573408
0,63000,900000
1,148500,314100
0,126000,225000
0,112500,835380
0,180000,585000
0,112050,450000
0,63000,112068
0,270000,1350000
0,67500,153504
0,180000,534204
0,135000,1006920
0,162000,364896
0,157500,540000
0,270000,450000
1,112500,921861
0,90000,531265.5
0,157500,719946
0,90000,284400
0,90000,508495.5
0,112500,900000
0,351000,1483231.5
0,157500,225000
0,697500,270000
0,121500,343800
0,157500,225000
0,157500,808650
0,202500,675000
0,337500,835380
0,76500,454500
0,202500,547344
0,157500,1350000
0,360000,1312110
0,112500,225000
0,180000,270000
0,180000,180000
0,90000,403330.5
0,220500,824823
0,157500,1082214
0,121500,508500
1,135000,337500
0,180000,315000
0,180000,463941
0,270000,312768
0,112500,450000
0,157500,550980
0,90000,315000
0,135000,634482
0,202500,634482
1,112500,491823
0,351000,781920
1,126000,640080
0,90000,156384
0,166500,733315.5
0,54000,360000
0,135000,450000
0,292500,1002456
1,202500,716427
1,405000,225000
0,283500,901813.5
0,157500,157500
0,270000,990000
0,157500,900000
0,51750,135000
0,315000,1971072
1,166500,450000
1,157500,1113840
0,144000,1223010
0,81000,225000
0,157500,225000
0,157500,134775
0,202500,180000
0,90000,409716
0,112500,630000
0,540000,497520
0,67500,582228
0,157500,130500
0,117000,675000
0,112500,1133748
0,112500,270000
0,157500,657702
0,54000,180000
0,225000,675000
0,90000,450000
0,90000,360000
0,171000,1125171
0,67500,544491
0,225000,900000
0,157500,770913
0,126000,382500
0,112500,931401
0,360000,1350000
0,270000,1350000
0,229500,536917.5
0,63000,814041
0,283500,932643
0,180000,755190
0,112500,247500
0,239400,2250000
0,202500,276408
0,157500,770292
1,121500,457834.5
0,112500,270000
0,81000,203760
0,135000,608076
0,103500,305221.5
0,157500,288873
0,99000,886176
0,225000,986553
0,135000,646920
0,135000,547344
0,99000,263686.5
0,72000,137538
0,85500,840996
0,180000,101880
0,135000,273024
0,45000,97038
0,81000,755190
0,157500,1422337.5
0,157500,552555
0,157500,1350000
0,90000,135000
0,135000,390384
0,112500,521280
0,175500,871335
0,67500,90000
0,67500,363190.5
0,112500,781920
0,81000,247500
0,99000,379237.5
0,121500,152820
0,112500,704844
0,135000,1006920
0,315000,1096020
0,81000,130320
0,324000,339633
1,202500,337500
0,112500,225000
0,139500,225000
0,225000,225000
0,112500,547344
0,157500,1546020
0,67500,119925
1,144000,521280
0,112500,360000
0,148500,526491
0,180000,1288350
0,67500,45000
0,162000,270000
0,135000,396706.5
0,121500,225000
0,202500,1035000
0,180000,349258.5
0,85500,225000
0,67500,544491
0,162000,153000
0,157500,333337.5
0,153000,1354500
0,247500,781920
0,157500,450000
0,103500,180000
0,157500,1003500
0,117000,573408
0,225000,1190340
0,99000,1314117
0,180000,1327500
0,427500,494550
0,67500,180000
0,135000,225000
0,216000,225000
0,135000,508495.5
0,121500,95940
0,202500,1084500
0,202500,1575000
1,85500,1288350
0,94500,353241
0,225000,888840
0,378000,942300
0,112500,755190
0,81000,276277.5
0,270000,1436850
0,58500,180000
0,180000,1255680
0,180000,237024
0,157500,1170000
0,270000,900000
0,58500,131922
0,225000,1800000
0,67500,545040
1,180000,95940
0,157500,572292
0,76500,370629
0,270000,275040
1,112500,254700
0,90000,521280
0,292500,1264738.5
0,261000,1460691
0,315000,418500
0,270000,900000
0,135000,177768
0,112500,518562
0,202500,755190
0,180000,450000
0,135000,315000
0,90000,90000
0,117000,852088.5
0,67500,545040
1,157500,204768
0,135000,1125000
0,112500,640080
1,148500,825588
0,157500,417708
0,90000,654498
0,135000,133659
0,126000,1256400
0,382500,733315.5
0,348750,703728
0,180000,225000
0,202500,604152
0,135000,808650
0,229500,354276
0,405000,2013840
0,225000,382500
0,135000,835380
0,247500,1288350
0,112500,277969.5
0,90000,254700
0,135000,317979
0,157500,1198548
0,157500,956574
0,292500,900000
0,112500,545040
1,180000,592560
0,112500,197820
0,121500,203760
0,85500,851778
0,112500,343377
0,180000,485640
0,450000,1129500
0,112500,906615
0,157500,1046142
0,49500,450000
0,225000,540000
1,135000,225000
0,360000,270000
0,450000,1111500
1,121500,418500
0,112500,622188
0,112500,297000
1,225000,450000
0,225000,1029681
0,202500,454500
0,112500,89388
0,225000,1515415.5
0,225000,517500
0,135000,543037.5
0,112500,86598
0,45000,189000
0,180000,904500
0,121500,916470
0,121500,630000
0,292500,622413
0,90000,323460
0,135000,270000
0,135000,183384
0,337500,450000
0,225000,1078200
0,135000,630000
0,135000,628114.5
0,112500,202500
0,135000,675000
0,85500,327024
0,247500,781920
0,45000,270000
0,85500,276277.5
0,135000,1125000
0,157500,270000
0,270000,540000
0,180000,585000
0,202500,1006920
0,90000,225000
0,180000,182016
0,58500,339241.5
0,180000,573408
0,112500,675000
1,112500,418743
0,157500,825588
0,225000,450000
0,225000,900000
0,112500,190764
0,157500,497520
0,540000,935640
0,148500,254700
0,360000,325908
0,36000,910890
0,202500,286704
0,157500,398016
0,157500,544491
0,391500,835380
0,157500,450000
0,41850,490536
0,202500,225000
1,211500,755190
0,180000,227520
0,202500,592560
1,180000,450000
0,225000,1120711.5
0,157500,363190.5
0,90000,380533.5
0,157500,1304064
1,135000,755190
0,135000,505066.5
0,225000,724981.5
0,405000,1006920
0,135000,360000
0,450000,900000
0,450000,855882
0,67500,284400
0,90000,314100
1,139500,148365
0,180000,450000
0,112500,521280
0,58500,184500
0,405000,1227901.5
0,247500,1048806
0,85500,679500
0,90000,900000
1,225000,900000
0,225000,499261.5
0,103500,810000
0,553500,2156400
0,90000,180000
0,292500,640080
0,135000,797557.5
0,135000,199467
0,135000,490500
0,54000,585000
0,45000,339241.5
0,166500,203760
0,90000,327024
0,157500,385375.5
0,157500,198000
0,225000,835380
0,81000,354276
1,81000,916470
0,135000,270000
0,202500,679500
1,180000,187704
0,135000,704844
1,112500,269982
0,225000,1113399
0,252000,824823
1,112500,67500
0,225000,270000
0,135000,450000
0,171000,1312110
0,180000,1046142
0,121500,225000
0,180000,675000
0,315000,675000
0,90000,278712
0,85500,270000
0,315000,1321902
0,315000,485640
0,121500,142632
1,202500,808650
0,112500,808650
0,81000,206271
0,67500,171900
0,180000,265500
0,126000,521280
0,72000,284400
0,117000,640080
0,112500,247275
0,72000,808650
1,135000,180000
0,810000,360000
0,157500,493497
0,180000,835380
0,135000,959598
0,67500,202500
0,315000,505246.5
1,90000,555273
0,247500,1418692.5
0,135000,270000
0,180000,1006920
0,243000,729792
0,225000,1066752
0,45000,247275
0,157500,135000
0,90000,337500
0,135000,1078200
0,225000,436671
0,202500,651600
0,112500,1218708
0,121500,178290
0,225000,781920
0,189000,578619
1,121500,283500
0,180000,108000
0,135000,130320
0,90000,180000
0,180000,288873
0,94500,234000
0,180000,752553
0,270000,269550
1,112500,1051245
0,112500,497520
0,112500,536917.5
0,168750,1206954
0,54000,226908
0,162000,917451
0,202500,180000
0,189000,450000
0,405000,1024740
0,157500,533304
0,135000,679500
0,135000,896647.5
0,99000,1022022
0,84069,808650
0,112500,824823
0,135000,499261.5
0,144000,436032
1,157500,284400
0,81000,450000
0,225000,495000
0,225000,494550
0,126000,407520
0,90000,927252
0,99000,422892
0,225000,270000
1,146250,270000
0,112500,824823
0,247500,363190.5
0,108000,1024290
1,54000,364896
0,225000,1097676
0,270000,473760
0,117000,755190
0,189000,1078200
0,112500,225000
0,112500,254700
0,193500,900000
0,315000,1546020
0,135000,284400
0,112500,276277.5
0,157500,521280
0,130500,891000
0,225000,450000
0,270000,855000
1,40500,312768
0,130500,143910
0,112500,382500
0,90000,247275
0,202500,675000
1,189000,454500
0,112500,173092.5
0,148500,343377
0,270000,450000
0,90000,101880
0,225000,733315.5
0,112500,611847
0,180000,234000
0,83250,781920
0,225000,675000
0,157500,382500
0,283500,500211
0,112500,180000
0,189000,1074100.5
0,144000,675000
0,495000,900000
0,337500,1381113
0,81000,450000
0,112500,180000
0,247500,225000
0,45000,808650
1,81000,373311
0,270000,711081
0,81000,127350
0,225000,1125000
0,76500,144000
0,135000,450000
0,113742,1260000
0,405000,595453.5
0,112500,239850
0,112500,112500
0,135000,728460
0,202500,270000
0,90000,225000
0,67500,448056
0,225000,2085120
0,166500,270000
0,112500,450000
0,193140,576837
1,157500,255960
0,135000,284256
0,225000,472500
0,180000,1223010
0,90000,180000
0,180000,519633
0,225000,225000
1,225000,668304
0,315000,1006920
0,108000,180000
0,157500,254700
0,135000,345510
0,72000,284400
0,67500,180000
0,135000,254700
0,315000,1345036.5
0,40500,561393
0,67500,314100
0,135000,477000
0,225000,1506816
0,652500,1350000
0,238500,906615
0,135000,360000
0,180000,1354500
0,157500,454500
0,157500,91692
0,157500,448056
0,180000,1288350
0,112500,755190
0,81000,74628
0,90000,45000
0,112500,157500
0,225000,537763.5
0,270000,88618.5
0,81000,284400
0,99000,364896
0,135000,1350000
0,90000,314100
0,90000,284400
0,180000,314100
1,202500,343800
0,315000,917172
0,180000,1113133.5
0,180000,180000
0,157500,508495.5
0,117000,1436850
0,76500,490495.5
0,103500,808650
0,252000,454500
1,130500,239850
0,112500,225000
0,63000,269550
0,135000,219042
0,270000,284400
0,360000,383760
0,202500,521280
0,112500,839259
1,45000,94500
0,202500,508495.5
0,292500,755190
0,135000,171000
0,202500,521280
0,112500,270000
1,157500,746280
0,450000,1575000
0,261000,454500
0,180000,888840
0,135000,848745
0,90000,454500
0,135000,521280
0,247500,942300
0,216000,675000
0,157500,1006920
1,135000,371245.5
0,180000,1125000
1,90000,436032
0,90000,288873
0,108000,463279.5
0,382500,971280
0,157500,383760
0,180000,1546020
0,180000,1354500
0,72000,202500
0,207000,450000
0,315000,341280
0,261000,1061599.5
0,135000,675000
0,63000,888840
0,252000,1185282
0,315000,258709.5
0,225000,405000
0,54000,127350
0,135000,450000
1,180000,180000
0,112500,961146
0,90000,270000
0,270000,997335
0,391500,1125000
0,157500,301500
0,54000,247275
0,135000,1125000
0,67500,808650
0,81000,203760
0,135000,450000
0,324000,1029658.5
0,112500,1012500
0,101250,549882
0,225000,1276821
1,180000,261648
0,67500,180000
0,180000,545040
0,180000,297130.5
0,135000,243000
0,270000,1291500
0,90000,45000
0,135000,517500
0,157500,508495.5
0,112500,454500
0,225000,1442952
0,70920,501948
0,121500,817560
0,121500,100737
0,135000,1762110
0,45000,135000
0,90000,270000
0,315000,1125000
1,81000,727785
0,216000,1190434.5
0,157500,1575000
0,27000,135000
0,90000,691020
0,103500,244584
0,31500,454500
0,180000,225000
0,202500,157500
0,90000,299772
0,90000,755190
0,135000,270000
0,157500,286704
0,207000,697500
0,135000,797557.5
0,157500,180000
0,157500,1133748
0,112500,592560
0,99000,321574.5
0,112500,327024
0,112500,337500
0,270000,675000
0,180000,1575000
0,180000,180000
0,112500,366768
0,126000,380533.5
0,202500,1096020
0,67500,202500
0,202500,288562.5
0,180000,873342
0,144000,312768
0,148500,900000
0,112500,518562
0,135000,405000
0,135000,180000
1,81000,233784
0,202500,1078200
0,225000,270000
0,67500,1082214
0,202500,1006920
0,188100,1006920
0,180000,1035832.5
0,36000,225000
1,72000,284400
0,225000,545040
1,292500,585000
0,315000,909000
0,148500,521280
0,90000,385164
0,112500,472500
0,90000,346968
0,225000,575419.5
0,180000,1650771
0,202500,260640
0,157500,495000
0,144000,323460
0,126000,450000
0,193500,191880
0,67500,180000
0,288000,1125000
0,229500,327024
1,157500,521280
0,94500,755190
0,72000,454500
0,90000,558000
0,180000,625536
0,112500,269550
0,202500,247275
0,112500,62568
0,157500,835380
0,117000,330048
0,180000,381528
0,157500,450000
0,157500,454500
0,135000,755190
0,180000,1079581.5
0,157500,513531
0,102024,135000
1,157500,592560
0,121500,900000
0,315000,961146
0,157500,545040
0,315000,710640
0,216000,341280
0,99000,269550
0,112500,1288350
0,292500,1530517.5
0,180000,592560
1,121500,353241
0,112500,152820
0,121500,599778
0,450000,1223010
0,90000,409500
0,337500,1154362.5
0,162000,360000
0,234000,277969.5
0,202500,855000
0,216000,916470
0,135000,142200
0,54000,135000
1,67500,592560
0,90000,598486.5
0,202500,675000
0,135000,270000
0,54000,437976
0,108000,354469.5
0,135000,528633
0,202500,225000
0,135000,270000
0,202500,770292
1,180000,1493086.5
1,112500,400500
0,204750,585000
0,157500,270000
0,153000,1066320
0,207000,630000
0,90000,463500
0,202500,585000
0,189000,244512
0,135000,484789.5
0,157500,1971072
0,202500,422451
0,112500,360000
1,135000,269550
0,90000,247275
0,180000,522000
0,157500,1314117
0,202500,1270174.5
0,112500,239850
0,90000,270000
0,315000,1202179.5
0,94500,1350000
0,67500,521280
0,315000,675000
0,315000,935640
0,225000,1256400
0,157500,781920
0,180000,1019844
0,117000,835380
0,90000,495000
0,135000,835380
0,135000,152820
0,112500,127350
0,112500,1080000
0,211500,497520
0,180000,810000
0,180000,1288350
0,112500,675000
0,112500,385749
1,225000,448056
0,270000,225000
0,157500,1092190.5
0,180000,1056447
0,81000,646920
1,180000,364896
0,90000,168147
0,675000,1437723
0,121500,180000
0,162000,701730
0,90000,755190
0,112500,314100
0,72000,497520
0,202500,1288350
0,202500,986418
0,157500,791595
0,31500,135000
0,121500,945000
0,202500,247500
0,135000,675000
0,180000,450000
0,157500,239850
0,202500,900000
0,81000,302206.5
1,216000,1078200
0,112500,579195
0,135000,1061599.5
0,112500,450000
0,72000,265851
0,90000,74628
0,157500,1288350
0,112500,112068
0,180000,225000
0,270000,942300
0,229500,675000
0,112500,808650
0,126000,45000
0,135000,927252
0,67500,208512
0,81000,1125000
0,157500,229500
0,90000,808650
0,463500,1061599.5
0,81000,135000
0,157500,571486.5
0,270000,781920
1,193500,1575000
0,117000,497520
0,90000,760225.5
0,202500,479700
0,112500,270000
0,135000,1003500
0,391500,1096020
0,112500,675000
0,202500,675000
0,77400,284400
1,112500,485640
0,135000,755190
0,103500,760131
1,135000,207000
0,112500,286704
0,180000,970380
0,112500,781920
0,180000,270000
0,121500,284400
0,135000,1223010
0,157500,170640
0,157500,216144
1,112500,545040
1,202500,781920
0,207000,521280
0,90000,254700
0,180000,1293502.5
0,112500,436032
0,90000,382500
0,90000,675000
0,180000,180000
0,45000,254700
0,112500,313438.5
0,126000,187704
0,49500,247275
0,180000,152820
0,261000,1467612
1,110052,582768
0,81000,402939
0,450000,239850
1,225000,675000
0,90000,225000
0,112500,675000
0,180000,795294
0,135000,1282500
0,247500,675000
0,81000,388512
0,216000,545040
0,90000,454500
0,135000,472104
0,202500,1125000
0,270000,753840
0,180000,808650
0,225000,1777500
0,270000,1133748
0,54000,135000
0,202500,1800000
0,211500,500211
0,180000,922716
0,283185,1293502.5
0,157500,452385
0,112500,225000
0,112500,808650
0,135000,284400
0,90000,1056447
0,90000,814041
0,144000,457834.5
0,166500,1125000
0,270000,1256400
1,463500,1125000
0,225000,225000
0,135000,634360.5
0,112500,135000
1,216000,662733
0,180000,1042560
1,225000,1210054.5
0,67500,508495.5
0,202500,495000
0,112500,81504
0,90000,675000
0,157500,1528200
0,135000,755190
0,157500,315000
0,112500,1360498.5
0,157500,1125000
0,157500,835380
0,90000,180000
0,270000,278613
0,135000,180000
0,157500,1046142
0,202500,545040
0,63000,152820
0,135000,545040
0,360000,1724220
0,90000,314100
0,157500,135000
0,180000,526500
0,112500,170640
0,135000,454500
0,112500,251091
0,189000,373500
0,612000,882000
0,180000,783000
0,45000,143910
0,90000,1256400
0,157500,900000
0,135000,257391
0,135000,270000
0,202500,271066.5
0,99000,675000
0,121500,180000
0,405000,1169199
0,180000,495000
0,162000,634482
0,112500,225000
0,360000,1129500
0,99000,942300
0,360000,1759180.5
0,157500,785398.5
0,135000,254700
0,42750,107820
0,121500,284400
0,135000,770292
0,225000,405000
0,135000,130320
0,112500,78192
0,99000,229230
0,270000,1078200
0,225000,746280
0,96750,135000
0,225000,1429461
0,157500,161730
0,135000,1264428
0,202500,640458
0,180000,284400
0,270000,1506816
1,153000,369000
0,81000,152820
0,135000,450000
0,180000,517788
0,90000,381528
0,180000,474408
0,180000,1214145
0,288000,803259
0,112500,808650
0,360000,765000
0,90000,305221.5
1,90000,521280
0,270000,780363
0,202500,533668.5
0,45000,135000
0,139500,180000
0,202500,953460
0,90000,225000
0,90000,545040
0,225000,1054773
1,130500,776304
0,112500,337500
0,166500,835605
0,162000,180000
0,60750,239850
0,90000,107820
0,54000,67500
0,135000,941472
0,135000,1002870
0,90000,481495.5
0,270000,1086034.5
0,270000,1665000
0,90000,314100
0,180000,1107981
0,112500,573408
0,675000,675000
0,157500,360000
0,135000,477000
0,76500,314100
0,162000,855000
0,58500,98910
0,135000,302206.5
0,187200,467568
0,315000,521280
0,247500,781920
0,243000,728460
0,90000,239850
0,135000,709879.5
0,81000,450000
0,171000,1066500
0,171000,254700
0,135000,1546020
0,270000,485640
0,112500,355536
0,112500,675000
0,562500,766404
0,112500,157500
0,202500,1197000
1,292500,632403
0,126000,1078200
0,180000,733500
0,90000,284400
0,315000,1078200
0,112500,728460
0,180000,792477
0,54000,135000
0,180000,327024
0,270000,1773963
0,247500,1319269.5
0,157500,1156500
0,135000,1354500
0,112500,495351
0,675000,614475
0,67500,808650
0,247500,1054755
0,135000,387000
0,157500,435253.5
0,315000,679500
0,225000,876816
0,292500,964368
0,382500,1305000
0,135000,229500
0,40500,544491
0,225000,540000
0,90000,755190
0,157500,450000
0,67500,180000
0,450000,180000
0,157500,416052
0,112500,254700
0,67500,675000
0,157500,364896
0,45000,112068
0,135000,900000
0,103500,263686.5
1,135000,909000
0,76500,808650
0,225000,327024
0,180000,582768
0,112500,619254
0,54000,254700
0,180000,118602
0,180000,1258650
0,135000,364896
0,112500,675000
1,270000,337500
0,81000,270000
0,180000,545040
0,270000,871335
0,112500,450000
0,225000,314055
0,67500,191880
0,135000,720000
0,67500,180000
1,67500,734994
0,112500,346500
0,99000,313438.5
0,135000,1125000
0,157500,550980
0,139500,665325
0,202500,770328
0,112500,463500
0,180000,438084
0,157500,855000
0,306000,1078200
0,207000,878733
0,247500,1006920
0,234000,900000
0,90000,284400
0,90000,134775
0,135000,540000
0,180000,292500
0,238500,1546020
0,108000,239850
1,225000,746280
0,135000,942300
0,162000,763762.5
0,90000,900000
0,112500,360000
0,174600,1051294.5
0,135000,634482
0,157500,473760
1,112500,592560
0,225000,1350000
0,54000,702000
0,225000,787131
0,225000,675000
0,157500,834048
0,67500,677664
0,135000,942300
0,292500,675000
0,144000,592560
0,180000,511920
0,90000,381528
0,67500,625536
0,54000,143910
0,99000,663093
0,135000,269982
0,162000,491823
0,180000,755190
0,157500,315000
0,360000,1800000
0,225000,846387
0,90000,450000
0,76500,814041
0,247500,545040
0,153000,318411
0,112500,188685
0,261000,1800000
0,292500,254700
0,103500,808650
1,126000,270000
0,135000,728847
0,225000,180000
0,247500,1479024
1,144000,310671
0,157500,192874.5
0,180000,1303812
0,72000,504000
0,180000,258768
1,49500,225000
0,90000,314100
0,180000,675000
0,180000,545040
0,135000,450000
0,157500,592560
0,64800,354276
0,157500,876154.5
0,450000,730017
0,225000,1080000
0,121500,505665
0,144000,495000
0,225000,1078200
0,270000,337500
0,157500,254700
0,202500,450000
0,36000,270000
0,135000,172512
0,171000,904500
0,135000,288873
0,135000,1305000
0,112500,270000
0,67500,45000
0,180000,373311
0,198000,675000
0,90000,67500
0,292500,1096020
0,90000,1256400
0,90000,225000
0,72000,364896
0,108000,247500
0,45000,808650
0,108000,808650
0,450000,1270746
0,67500,143910
0,112500,675000
0,157500,733315.5
0,135000,599778
0,315000,239850
1,90000,202500
0,247500,450000
0,135000,521280
0,315000,1262146.5
0,135000,779688
0,90000,348264
0,45000,450000
0,180000,781920
0,76500,157500
0,202500,1485000
0,360000,1236816
0,72000,675000
0,180000,630000
0,157500,970380
0,96750,754740
0,315000,932643
0,134100,170640
0,225000,140166
0,135000,760225.5
0,225000,1566909
0,81000,526491
1,225000,94230
0,121500,450000
0,144000,639000
1,157500,364896
0,157500,1156500
0,360000,363190.5
0,135000,247500
0,117000,226422
0,112500,500211
0,157500,1113133.5
0,90000,135000
0,225000,180000
1,292500,1467612
0,315000,454500
0,472500,1458922.5
0,180000,269550
0,247500,802773
0,135000,1223010
0,81000,254700
0,135000,270000
0,292500,814041
0,90000,270000
0,180000,2250000
0,135000,473760
0,360000,1013508
0,112500,481176
0,137250,202500
1,157500,202500
0,135000,473760
0,162000,614574
1,202500,1078200
0,112500,180000
0,280350,787131
0,59076,265500
1,135000,405000
0,117000,284256
0,256500,500211
0,135000,942300
0,135000,577912.5
0,135000,916470
0,270000,942300
0,76500,203760
0,202500,270000
0,67500,227520
0,270000,450000
0,175500,808650
0,112500,675000
0,157500,540000
0,171000,824823
0,202500,203760
0,202500,508495.5
1,180000,634482
0,180000,753840
0,202500,323194.5
0,315000,942300
0,139500,1143324
0,315000,1288350
0,157500,248760
0,135000,405000
0,157500,755190
1,180000,746280
0,157500,1078200
0,99000,900000
0,135000,270000
0,180000,799299
0,292500,755190
0,180000,225000
0,184500,533668.5
0,67500,450000
0,112500,472500
0,54000,284400
1,247500,1019299.5
0,99000,373311
0,180000,540000
0,360000,1720224
0,135000,382500
1,157500,238500
0,315000,810000
0,157500,277969.5
0,157500,641173.5
0,40500,545040
0,195750,1312110
0,121500,700830
0,94500,544491
0,67500,270000
0,157500,1024740
0,720000,1255680
0,67500,1125000
0,157500,112068
0,45000,135000
0,180000,283500
0,90000,448056
0,1035000,2695500
0,67500,170640
0,103500,601470
1,126000,432661.5
0,180000,247500
0,90000,284256
0,157500,970380
0,135000,84073.5
0,180000,990000
0,202500,1096020
0,202500,583834.5
0,135000,675000
0,135000,180000
0,135000,274500
0,103500,508495.5
0,135000,622413
0,90000,270000
1,261000,1113840
0,90000,161730
0,135000,835380
0,135000,1162300.5
1,135000,460858.5
0,202500,341280
0,225000,1006920
0,90000,247500
0,315000,2085120
0,202500,679500
0,180000,773680.5
1,202500,1498860
0,157500,814041
0,247500,986553
0,360000,942300
0,292500,969579
0,81000,1092519
0,112500,390960
0,315000,1205896.5
0,180000,232434
0,180000,254700
0,112500,631332
0,157500,900000
0,135000,1129500
0,202500,239850
0,135000,640080
0,157500,900000
0,153000,990000
0,180000,1288350
0,90000,450000
0,126000,755190
0,171000,640080
0,202500,1058148
0,225000,534204
0,135000,263686.5
0,247500,729792
0,135000,545040
0,202500,540000
0,270000,1008117
0,157500,1622691
0,180000,1264500
0,225000,646920
0,351000,508495.5
0,157500,450000
0,112500,269550
0,121500,247500
0,135000,405000
0,135000,814041
0,45000,143910
0,180000,1223010
0,315000,270000
0,112500,457834.5
0,220500,1125000
0,63000,364500
0,405000,769500
0,202500,495000
0,225000,1515415.5
0,144000,337500
1,72000,354276
0,337500,765000
0,117000,101880
0,63000,143910
0,180000,495000
0,54000,282690
0,135000,1078200
0,112500,338832
0,130500,571486.5
0,90000,270000
0,162000,1125000
0,112500,203760
0,103500,922266
0,72000,86256
0,202500,1293502.5
0,157500,675000
0,360000,1513719
0,81000,814041
0,180000,594121.5
0,202500,675000
0,112500,1223010
0,162000,1046142
0,135000,770292
0,121500,592407
0,135000,339241.5
0,135000,339948
0,81000,161730
1,112500,720000
0,112500,612612
0,270000,199080
0,67500,356076
0,112500,550080
0,90000,704844
0,29250,269550
0,270000,972441
0,112500,254700
0,67500,808650
0,225000,1345500
0,387000,1125000
0,180000,148500
0,180000,337500
0,220500,450000
0,157500,54000
0,180000,766282.5
0,270000,1024740
0,83250,239850
0,81000,225000
0,157500,180000
0,157500,485640
0,202500,333000
0,157500,518562
0,225000,1256400
0,135000,585000
0,153000,129357
0,180000,276277.5
0,135000,1862802
0,337500,863226
0,225000,932643
0,67500,135000
0,90000,225000
0,135000,446931
0,180000,360000
0,220500,348264
0,315000,667237.5
0,202500,545040
1,157500,592560
0,238500,225000
0,180000,450000
0,157500,566055
1,112500,755190
0,112500,578979
0,135000,314100
0,450000,553500
0,225000,545040
0,225000,1755000
0,225000,1223010
0,139500,1427490
0,135000,1436850
0,123750,810000
0,103500,1078200
0,81000,225000
0,225000,1006920
